what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1302786029842
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1302786029842
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1302786029858
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1302786029889
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1302786029889
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1302786029889
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1302786029889
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1302786029904
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1302786029904
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1302786029904
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1302786029936
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302786029951
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1302786029951
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1302786029998
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1302786029998
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1302786029998
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1302786029998
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1302786029998
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1302786029998
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1302786029998
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1302786029998
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1302786030014
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1302786030014
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1302786030060
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1302786030060
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1302786030060
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1302786030060
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1302786030060
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1302786030060
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1302786030076
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1302786030076
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1302786030076
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1302786030107
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1302786030107
started,bundle,com.python.pydev.analysis,2.0.0.2011040403,"com.python.pydev.analysis",1302786030560
started,bundle,org.python.pydev,2.0.0.2011040403,"org.python.pydev",1302786030606
started,bundle,org.python.pydev.core,2.0.0.2011040403,"org.python.pydev.core",1302786030606
started,bundle,org.python.pydev.parser,2.0.0.2011040403,"org.python.pydev.parser",1302786030606
started,bundle,org.python.pydev.red_core,2.0.0.2011040403,"org.python.pydev.red_core",1302786030606
started,bundle,org.eclipse.egit.core,0.11.3,"org.eclipse.egit.core",1302786030606
started,bundle,org.eclipse.egit.ui,0.11.3,"org.eclipse.egit.ui",1302786030606
started,bundle,org.eclipse.jgit,0.11.3,"org.eclipse.jgit",1302786030622
os,sysinfo,,,"win32",1302786030622
arch,sysinfo,,,"x86",1302786030622
ws,sysinfo,,,"win32",1302786030622
locale,sysinfo,,,"ru_RU",1302786030622
processors,sysinfo,,,"2",1302786030622
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1302786030622
java.runtime.version,sysinfo,,,"1.6.0_17-b04",1302786030622
java.specification.name,sysinfo,,,"Java Platform API Specification",1302786030622
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302786030622
java.specification.version,sysinfo,,,"1.6",1302786030622
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1302786030622
java.version,sysinfo,,,"1.6.0_17",1302786030622
java.vm.info,sysinfo,,,"mixed mode",1302786030622
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1302786030622
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302786030622
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302786030622
java.vm.specification.version,sysinfo,,,"1.0",1302786030622
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1302786030622
java.vm.version,sysinfo,,,"14.3-b01",1302786030622
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1302786031152
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302786031168
started,bundle,org.jboss.tools.common,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common",1302786031215
started,bundle,org.jboss.tools.common.model,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model",1302786031262
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786035754
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786054849
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1302786054864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786058062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786092554
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786095908
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786131882
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786136140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786172318
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302786179097
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1302786179659
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302786179659
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1302786180080
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1302786180111
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1302786180142
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1302786180173
